1   0.15469   0.00001   0.15470	0.00751   0.00000   0.00751
2   0.18596   0.00316   0.18912	0.03811   0.00382   0.03999
3   0.21499   0.02420   0.23919	0.01420   0.03362   0.02376
4   0.26879   0.04391   0.31270	0.02525   0.02212   0.02026
