1   0.07684   0.00001   0.07685	0.00179   0.00000   0.00179
2   0.05098   0.00009   0.05108	0.00863   0.00010   0.00867
3   0.03587   0.00458   0.04047	0.00551   0.00871   0.00324
4   0.03505   0.00647   0.04152	0.00800   0.00472   0.00511
